timestamp,price,volume,bidVolume,bidPrice,askVolume,askPrice,spread,momentum,volume_ratio,label
2025-01-26 08:10:05.4116,109.79,1,19,109.79,83,109.8,0.009999999999990905,,0.22891565989258242,Hold
2025-01-26 08:10:05.4118,109.79,1,174,109.78,83,109.8,0.01999999999999602,0.0,2.096385516911018,Hold
2025-01-26 08:10:05.6026,109.79,1,153,109.78,101,109.8,0.01999999999999602,0.0,1.5148514701499856,Hold
2025-01-26 08:10:11.0861,109.8,10,94,109.79,69,109.8,0.009999999999990905,0.0024999999999977263,1.3623188208359591,Buy
2025-01-26 08:10:11.0861,109.8,1,94,109.79,69,109.8,0.009999999999990905,0.0015000000000071623,1.3623188208359591,Buy
2025-01-26 08:10:11.0862,109.8,1,94,109.79,68,109.8,0.009999999999990905,0.000999999999990564,1.3823529208477512,Buy
2025-01-26 08:10:11.0862,109.8,1,94,109.79,56,109.8,0.009999999999990905,0.0007142857142952153,1.6785713985969395,Buy
2025-01-26 08:10:11.0862,109.8,11,94,109.79,56,109.8,0.009999999999990905,0.0005357142857036479,1.6785713985969395,Buy
2025-01-26 08:10:11.0872,109.8,2,91,109.79,15,109.8,0.009999999999990905,0.0004166666666662877,6.06666626222225,Buy
2025-01-26 08:10:11.0874,109.8,3,91,109.79,12,109.8,0.009999999999990905,0.000333333333330188,7.583332701388942,Buy
2025-01-26 08:10:11.0874,109.8,1,91,109.79,2,109.8,0.009999999999990905,0.0010000000000047748,45.49997725001137,Buy
2025-01-26 08:10:11.0874,109.8,10,91,109.79,2,109.8,0.009999999999990905,0.0010000000000047748,45.49997725001137,Buy
2025-01-26 08:10:22.7006,109.8,11,90,109.8,205,109.81,0.010000000000005116,0.000999999999990564,0.4390243881023201,Hold
2025-01-26 08:10:22.7007,109.8,1,89,109.8,205,109.81,0.010000000000005116,0.0,0.43414633934562763,Hold
2025-01-26 08:10:22.7009,109.8,2,87,109.8,205,109.81,0.010000000000005116,0.0,0.4243902418322427,Hold
2025-01-26 08:10:22.7009,109.8,12,75,109.8,205,109.81,0.010000000000005116,0.0,0.3658536567519334,Hold
2025-01-26 08:10:22.7009,109.8,8,66,109.8,205,109.81,0.010000000000005116,0.0,0.3219512179417014,Hold
2025-01-26 08:10:22.7013,109.8,5,56,109.8,205,109.81,0.010000000000005116,0.0,0.2731707303747769,Hold
2025-01-26 08:10:22.7013,109.8,56,106,109.79,205,109.81,0.01999999999999602,0.0,0.5170731682093992,Hold
2025-01-26 08:10:22.7020,109.8,10,119,109.79,205,109.81,0.01999999999999602,0.0,0.5804878020464009,Hold
2025-01-26 08:10:32.0253,109.8,1,14,109.8,205,109.81,0.010000000000005116,0.0,0.06829268259369423,Hold
2025-01-26 08:10:38.0005,109.8,1,133,109.79,205,109.81,0.01999999999999602,0.0,0.6487804846400952,Hold
2025-01-26 08:10:44.9915,109.81,103,13,109.8,91,109.81,0.010000000000005116,0.0010000000000047748,0.14285714128728416,Hold
2025-01-26 08:10:44.9915,109.81,1,13,109.8,88,109.81,0.010000000000005116,0.000999999999990564,0.14772727104855374,Hold
2025-01-26 08:10:44.9915,109.81,2,13,109.8,88,109.81,0.010000000000005116,0.0010000000000047748,0.14772727104855374,Hold
2025-01-26 08:10:44.9915,109.81,1,13,109.8,12,109.81,0.010000000000005116,0.0010000000000047748,1.083333243055563,Buy
2025-01-26 08:10:44.9915,109.81,45,13,109.8,12,109.81,0.010000000000005116,0.000999999999990564,1.083333243055563,Buy
2025-01-26 08:10:44.9915,109.81,6,13,109.8,12,109.81,0.010000000000005116,0.0010000000000047748,1.083333243055563,Buy
2025-01-26 08:10:44.9915,109.81,20,13,109.8,12,109.81,0.010000000000005116,0.000999999999990564,1.083333243055563,Buy
2025-01-26 08:10:44.9915,109.81,2,13,109.8,12,109.81,0.010000000000005116,0.0010000000000331966,1.083333243055563,Buy
2025-01-26 08:10:44.9919,109.81,12,18,109.81,191,109.82,0.009999999999990905,0.0009999999999763531,0.09424083720292756,Hold
2025-01-26 08:10:44.9924,109.81,18,103,109.8,189,109.82,0.01999999999999602,0.0010000000000047748,0.5449735420900871,Hold
2025-01-26 08:11:19.3730,109.8,1,5,109.8,88,109.81,0.010000000000005116,-0.0010000000000047748,0.05681818117252067,Sell
2025-01-26 08:11:19.3731,109.8,2,3,109.8,88,109.81,0.010000000000005116,-0.0010000000000047748,0.034090908703512404,Sell
2025-01-26 08:11:19.3731,109.8,2,131,109.79,10,109.8,0.009999999999990905,-0.0010000000000047748,13.099998690000133,Hold
2025-01-26 08:11:19.3731,109.8,1,131,109.79,10,109.8,0.009999999999990905,-0.000999999999990564,13.099998690000133,Hold
2025-01-26 08:11:19.3736,109.8,1,117,109.79,9,109.8,0.009999999999990905,-0.0010000000000047748,12.999998555555717,Hold
2025-01-26 08:11:19.3737,109.8,9,128,109.79,88,109.81,0.01999999999999602,-0.000999999999990564,1.4545454380165292,Hold
2025-01-26 08:11:31.7114,109.8,8,137,109.79,119,109.81,0.01999999999999602,-0.0010000000000047748,1.1512604945272227,Hold
2025-01-26 08:11:35.0364,109.79,1,109,109.79,63,109.8,0.009999999999990905,-0.001999999999995339,1.7301587026958938,Hold
2025-01-26 08:12:38.0347,109.8,1,88,109.8,75,109.81,0.010000000000005116,-0.0010000000000047748,1.1733333176888892,Hold
2025-01-26 08:12:45.2467,109.81,2,108,109.8,193,109.82,0.01999999999999602,0.0,0.5595854893285725,Hold
2025-01-26 08:12:45.2467,109.81,4,108,109.8,193,109.82,0.01999999999999602,0.0010000000000047748,0.5595854893285725,Hold
2025-01-26 08:13:09.3006,109.82,40,28,109.81,39,109.82,0.009999999999990905,0.001999999999995339,0.717948699539777,Hold
2025-01-26 08:13:09.3006,109.82,12,28,109.81,15,109.82,0.009999999999990905,0.001999999999995339,1.8666665422222306,Buy
2025-01-26 08:13:09.3006,109.82,11,28,109.81,15,109.82,0.009999999999990905,0.001999999999995339,1.8666665422222306,Buy
2025-01-26 08:13:09.3006,109.82,1,28,109.81,15,109.82,0.009999999999990905,0.0020000000000095497,1.8666665422222306,Buy
2025-01-26 08:13:09.3007,109.82,11,28,109.81,153,109.83,0.01999999999999602,0.0020000000000095497,0.1830065347515913,Hold
2025-01-26 08:13:09.3007,109.82,1,28,109.81,153,109.83,0.01999999999999602,0.001999999999981128,0.1830065347515913,Hold
2025-01-26 08:13:09.3016,109.82,1,96,109.81,153,109.83,0.01999999999999602,0.0030000000000143245,0.6274509762911701,Hold
2025-01-26 08:13:09.3017,109.82,1,10,109.82,143,109.83,0.010000000000005116,0.001999999999981128,0.06993006944104847,Hold
2025-01-26 08:13:15.1343,109.82,2,95,109.81,9,109.82,0.009999999999990905,0.0010000000000189857,10.555554382716181,Buy
2025-01-26 08:13:15.1343,109.82,2,95,109.81,7,109.82,0.009999999999990905,0.000999999999990564,13.571426632653338,Buy
2025-01-26 08:13:15.1344,109.82,7,95,109.81,111,109.83,0.01999999999999602,0.0,0.8558558481454428,Hold
2025-01-26 08:13:15.1361,109.82,2,128,109.81,107,109.83,0.01999999999999602,0.0,1.196261671062975,Hold
2025-01-26 08:13:15.1361,109.82,1,128,109.81,107,109.83,0.01999999999999602,0.0,1.196261671062975,Hold
2025-01-26 08:13:15.1422,109.82,2,6,109.82,117,109.83,0.010000000000005116,0.0,0.051282050843743154,Hold
2025-01-26 08:13:15.1425,109.82,2,4,109.82,117,109.83,0.010000000000005116,0.0,0.03418803389582877,Hold
2025-01-26 08:13:15.1426,109.82,4,96,109.81,117,109.83,0.01999999999999602,0.0,0.8205128134998905,Hold
2025-01-26 08:13:15.1611,109.82,11,96,109.81,112,109.83,0.01999999999999602,0.0,0.857142849489796,Hold
2025-01-26 08:13:15.1816,109.82,11,96,109.81,4,109.82,0.009999999999990905,0.0,23.9999940000015,Hold
2025-01-26 08:13:15.1818,109.82,1,96,109.81,3,109.82,0.009999999999990905,0.0,31.999989333336888,Hold
2025-01-26 08:13:15.1819,109.82,3,106,109.81,116,109.83,0.01999999999999602,0.0,0.9137930955707492,Hold
2025-01-26 08:13:15.2557,109.82,10,96,109.81,1,109.82,0.009999999999990905,0.0,95.99990400009601,Hold
2025-01-26 08:13:15.2559,109.82,1,96,109.81,114,109.83,0.01999999999999602,0.0,0.8421052557710066,Hold
2025-01-26 08:13:15.2667,109.82,1,114,109.81,4,109.82,0.009999999999990905,0.0,28.49999287500178,Hold
2025-01-26 08:13:15.2667,109.82,4,114,109.81,4,109.82,0.009999999999990905,0.0,28.49999287500178,Hold
2025-01-26 08:13:15.2667,109.82,2,114,109.81,4,109.82,0.009999999999990905,0.0,28.49999287500178,Hold
2025-01-26 08:13:15.2673,109.82,4,106,109.81,3,109.82,0.009999999999990905,0.0,35.33332155555948,Hold
2025-01-26 08:13:15.2682,109.82,1,106,109.81,2,109.82,0.009999999999990905,0.0,52.99997350001325,Hold
