timestamp,price,volume,bidVolume,bidPrice,askVolume,askPrice,spread,momentum,volume_ratio,label,market
2025-01-26 08:10:00.0143,5141.5,3,35.0,5141.0,46.0,5141.5,0.5,,0.7608695486767489,Hold,C
2025-01-26 08:10:00.0151,5141.25,1,3.0,5141.25,42.0,5141.5,0.25,-0.125,0.0714285697278912,Sell,C
2025-01-26 08:10:01.8280,5141.25,1,39.0,5141.0,1.0,5141.25,0.25,-0.04166666666696983,38.999961000039,Hold,C
2025-01-26 08:10:01.9079,5141.25,4,39.0,5141.0,4.0,5141.25,0.25,-0.02083333333303017,9.749997562500608,Hold,C
2025-01-26 08:10:07.6800,5141.5,5,30.0,5141.25,31.0,5141.5,0.25,0.0375000000003638,0.9677419042663902,Hold,C
2025-01-26 08:10:07.6803,5141.5,10,31.0,5141.25,27.0,5141.5,0.25,0.024999999999636202,1.1481481056241443,Buy,C
2025-01-26 08:10:07.6804,5141.5,16,31.0,5141.25,16.0,5141.5,0.25,0.017857142856883,1.9374998789062574,Buy,C
2025-01-26 08:10:07.6806,5141.5,1,36.0,5141.25,52.0,5141.75,0.5,0.013392857143116998,0.6923076789940831,Hold,C
2025-01-26 08:10:07.8061,5141.75,3,24.0,5141.5,29.0,5141.75,0.25,0.03819444444434339,0.8275861783590973,Hold,C
2025-01-26 08:10:08.1551,5141.75,2,28.0,5141.5,22.0,5141.75,0.25,0.03055555555602041,1.2727272148760356,Buy,C
2025-01-26 08:10:08.1556,5141.75,2,29.0,5141.5,20.0,5141.75,0.25,0.024999999999636202,1.4499999275000035,Buy,C
2025-01-26 08:10:08.5051,5141.75,18,31.0,5141.5,18.0,5141.75,0.25,0.0500000000001819,1.7222221265432152,Buy,C
2025-01-26 08:10:08.6899,5141.75,2,6.0,5141.75,40.0,5142.0,0.25,0.0500000000001819,0.1499999962500001,Hold,C
2025-01-26 08:10:08.6901,5141.75,4,4.0,5141.75,40.0,5142.0,0.25,0.049999999999272404,0.09999999750000006,Hold,C
2025-01-26 08:10:08.6905,5141.75,3,32.0,5141.5,3.0,5141.75,0.25,0.025000000000545697,10.666663111112296,Buy,C
2025-01-26 08:10:08.6909,5141.75,2,2.0,5141.75,40.0,5142.0,0.25,0.024999999999636202,0.04999999875000003,Hold,C
2025-01-26 08:10:09.3918,5141.75,3,37.0,5141.5,3.0,5141.75,0.25,0.025000000000545697,12.333329222223592,Buy,C
2025-01-26 08:10:11.0246,5141.5,27,27.0,5141.5,23.0,5141.75,0.25,0.0,1.1739129924385654,Hold,C
2025-01-26 08:10:15.7000,5141.5,5,27.0,5141.25,20.0,5141.5,0.25,-0.025000000000545697,1.3499999325000034,Hold,C
2025-01-26 08:10:17.2314,5141.25,1,13.0,5141.25,30.0,5141.5,0.25,-0.0500000000001819,0.4333333188888894,Sell,C
2025-01-26 08:10:17.4444,5141.25,2,8.0,5141.25,31.0,5141.5,0.25,-0.049999999999272404,0.2580645078043707,Sell,C
2025-01-26 08:10:17.4446,5141.25,1,6.0,5141.25,33.0,5141.5,0.25,-0.0500000000001819,0.18181817630854014,Sell,C
2025-01-26 08:10:17.4447,5141.25,1,4.0,5141.25,34.0,5141.5,0.25,-0.0500000000001819,0.11764705536332191,Sell,C
2025-01-26 08:10:17.4492,5141.25,2,3.0,5141.25,42.0,5141.5,0.25,-0.0500000000001819,0.0714285697278912,Sell,C
2025-01-26 08:10:18.2285,5141.25,6,8.0,5141.25,30.0,5141.5,0.25,-0.0500000000001819,0.26666665777777804,Sell,C
2025-01-26 08:10:19.8884,5141.0,1,12.0,5141.0,23.0,5141.25,0.25,-0.0749999999998181,0.5217391077504736,Sell,C
2025-01-26 08:10:19.8885,5141.0,2,11.0,5141.0,23.0,5141.25,0.25,-0.0749999999998181,0.4782608487712674,Sell,C
2025-01-26 08:10:19.8887,5141.0,2,8.0,5141.0,23.0,5141.25,0.25,-0.0500000000001819,0.34782607183364905,Sell,C
2025-01-26 08:10:19.8887,5141.0,3,2.0,5141.0,24.0,5141.25,0.25,-0.0500000000001819,0.08333332986111125,Sell,C
2025-01-26 08:10:19.8888,5141.0,2,45.0,5140.75,24.0,5141.25,0.5,-0.024999999999636202,1.874999921875003,Hold,C
2025-01-26 08:10:20.0136,5141.0,3,32.0,5140.75,15.0,5141.0,0.25,-0.024999999999636202,2.1333331911111206,Hold,C
2025-01-26 08:10:21.9145,5141.0,7,41.0,5140.75,10.0,5141.0,0.25,-0.025000000000545697,4.099999590000041,Hold,C
2025-01-26 08:10:21.9147,5141.0,2,41.0,5140.75,2.0,5141.0,0.25,-0.024999999999636202,20.499989750005124,Hold,C
2025-01-26 08:10:22.7048,5141.25,10,34.0,5141.0,11.0,5141.25,0.25,0.0,3.090908809917381,Hold,C
2025-01-26 08:10:22.7087,5141.25,6,6.0,5141.25,36.0,5141.5,0.25,0.0,0.16666666203703717,Hold,C
2025-01-26 08:10:22.7409,5141.0,2,36.0,5141.0,6.0,5141.25,0.25,0.0,5.999999000000167,Hold,C
2025-01-26 08:10:25.6001,5141.25,1,33.0,5141.0,9.0,5141.25,0.25,0.024999999999636202,3.666666259259305,Buy,C
2025-01-26 08:10:25.6002,5141.25,8,37.0,5141.0,8.0,5141.25,0.25,0.025000000000545697,4.6249994218750725,Buy,C
2025-01-26 08:10:25.6044,5141.25,2,8.0,5141.25,35.0,5141.5,0.25,0.024999999999636202,0.22857142204081654,Hold,C
2025-01-26 08:10:25.6045,5141.25,1,6.0,5141.25,35.0,5141.5,0.25,0.024999999999636202,0.1714285665306124,Hold,C
2025-01-26 08:10:25.6047,5141.25,2,2.0,5141.25,36.0,5141.5,0.25,0.025000000000545697,0.05555555401234573,Hold,C
2025-01-26 08:10:25.6051,5141.25,1,38.0,5141.0,3.0,5141.25,0.25,0.024999999999636202,12.666662444445851,Buy,C
2025-01-26 08:10:26.7753,5141.25,1,2.0,5141.25,33.0,5141.5,0.25,0.025000000000545697,0.060606058769513374,Hold,C
2025-01-26 08:10:26.7755,5141.25,1,1.0,5141.25,33.0,5141.5,0.25,0.0,0.030303029384756687,Hold,C
2025-01-26 08:10:30.5238,5141.25,1,26.0,5141.25,9.0,5141.5,0.25,0.0,2.8888885679012706,Hold,C
2025-01-26 08:10:45.1101,5141.25,1,15.0,5141.25,22.0,5141.5,0.25,0.024999999999636202,0.6818181508264477,Hold,C
2025-01-26 08:10:46.3353,5141.25,1,13.0,5141.25,22.0,5141.5,0.25,0.0,0.590909064049588,Hold,C
2025-01-26 08:10:46.3354,5141.25,2,10.0,5141.25,22.0,5141.5,0.25,0.0,0.4545454338842984,Hold,C
2025-01-26 08:10:46.3355,5141.25,10,35.0,5141.0,22.0,5141.5,0.5,0.0,1.5909090185950445,Hold,C
2025-01-26 08:10:46.3462,5141.25,1,4.0,5141.25,28.0,5141.5,0.25,0.0,0.14285713775510223,Hold,C
2025-01-26 08:10:46.3467,5141.25,1,3.0,5141.25,28.0,5141.5,0.25,0.0,0.10714285331632667,Hold,C
2025-01-26 08:10:53.4509,5141.5,1,29.0,5141.25,13.0,5141.5,0.25,0.024999999999636202,2.230769059171611,Buy,C
2025-01-26 08:10:53.4511,5141.5,2,30.0,5141.25,12.0,5141.5,0.25,0.025000000000545697,2.499999791666684,Buy,C
2025-01-26 08:10:53.4513,5141.5,10,30.0,5141.25,10.0,5141.5,0.25,0.024999999999636202,2.9999997000000302,Buy,C
2025-01-26 08:10:53.4520,5141.5,3,3.0,5141.5,29.0,5141.75,0.25,0.025000000000545697,0.10344827229488716,Hold,C
2025-01-26 08:10:53.4523,5141.5,2,34.0,5141.25,5.0,5141.5,0.25,0.024999999999636202,6.799998640000272,Buy,C
2025-01-26 08:10:53.4823,5141.25,2,28.0,5141.25,14.0,5141.5,0.25,0.0,1.9999998571428674,Hold,C
2025-01-26 08:10:54.0201,5141.25,8,28.0,5141.25,7.0,5141.5,0.25,0.0,3.99999942857151,Hold,C
2025-01-26 08:10:54.6634,5141.25,1,15.0,5141.25,26.0,5141.5,0.25,0.0,0.5769230547337286,Hold,C
2025-01-26 08:10:54.6674,5141.25,2,8.0,5141.25,32.0,5141.5,0.25,0.0,0.24999999218750027,Hold,C
2025-01-26 08:10:54.6675,5141.25,1,6.0,5141.25,32.0,5141.5,0.25,0.0,0.1874999941406252,Hold,C
