timestamp,price,volume,bidVolume,bidPrice,askVolume,askPrice,spread,momentum,volume_ratio,label
2025-01-26 08:10:00.0041,117.41,3,77.0,117.41,8.0,117.42,0.010000000000005116,,9.62499879687515,Hold
2025-01-26 08:10:00.1384,117.41,1,72.0,117.41,28.0,117.42,0.010000000000005116,0.0,2.57142847959184,Hold
2025-01-26 08:10:00.2432,117.42,1,70.0,117.41,53.0,117.42,0.010000000000005116,0.0033333333333445125,1.3207546920612323,Buy
2025-01-26 08:10:00.2432,117.42,1,70.0,117.41,52.0,117.42,0.010000000000005116,0.00166666666665094,1.3461538202662728,Buy
2025-01-26 08:10:00.2433,117.42,5,70.0,117.41,47.0,117.42,0.010000000000005116,0.0010000000000189857,1.4893616704391135,Buy
2025-01-26 08:10:00.2433,117.42,1,70.0,117.41,45.0,117.42,0.010000000000005116,0.000666666666660376,1.5555555209876553,Buy
2025-01-26 08:10:00.2721,117.41,2,70.0,117.41,14.0,117.42,0.010000000000005116,-0.0009523809523841464,4.999999642857168,Hold
2025-01-26 08:10:05.4105,117.41,5,65.0,117.41,39.0,117.42,0.010000000000005116,-0.0007142857142952153,1.6666666239316252,Hold
2025-01-26 08:10:05.4108,117.41,3,62.0,117.41,39.0,117.42,0.010000000000005116,-0.0005555555555503133,1.5897435489809348,Hold
2025-01-26 08:10:05.4108,117.41,4,58.0,117.41,39.0,117.42,0.010000000000005116,-0.0004444444444544615,1.487179449046681,Hold
2025-01-26 08:10:05.4108,117.41,4,54.0,117.41,39.0,117.42,0.010000000000005116,0.0,1.3846153491124271,Hold
2025-01-26 08:10:05.4108,117.41,1,53.0,117.41,39.0,117.42,0.010000000000005116,2.842170943040401e-14,1.3589743241288637,Buy
2025-01-26 08:10:05.4109,117.41,7,45.0,117.41,39.0,117.42,0.010000000000005116,-0.0010000000000331966,1.153846124260356,Hold
2025-01-26 08:10:05.4109,117.41,2,45.0,117.41,39.0,117.42,0.010000000000005116,-0.000999999999990564,1.153846124260356,Hold
2025-01-26 08:10:05.4109,117.41,1,45.0,117.41,39.0,117.42,0.010000000000005116,-0.0009999999999763531,1.153846124260356,Hold
2025-01-26 08:10:05.4109,117.41,2,38.0,117.41,39.0,117.42,0.010000000000005116,-0.0010000000000189857,0.9743589493754116,Sell
2025-01-26 08:10:05.4109,117.41,1,38.0,117.41,39.0,117.42,0.010000000000005116,0.0,0.9743589493754116,Hold
2025-01-26 08:10:05.4110,117.41,2,36.0,117.41,39.0,117.42,0.010000000000005116,0.0,0.9230768994082847,Hold
2025-01-26 08:10:05.4112,117.41,1,35.0,117.41,39.0,117.42,0.010000000000005116,0.0,0.8974358744247213,Hold
2025-01-26 08:10:05.4112,117.41,7,10.0,117.41,39.0,117.42,0.010000000000005116,0.0,0.25641024983563465,Hold
2025-01-26 08:10:05.4112,117.41,9,10.0,117.41,39.0,117.42,0.010000000000005116,0.0,0.25641024983563465,Hold
2025-01-26 08:10:05.4112,117.41,1,9.0,117.41,39.0,117.42,0.010000000000005116,0.0,0.2307692248520712,Hold
2025-01-26 08:10:05.4113,117.41,1,7.0,117.41,39.0,117.42,0.010000000000005116,0.0,0.17948717488494426,Hold
2025-01-26 08:10:05.4113,117.41,2,7.0,117.41,39.0,117.42,0.010000000000005116,0.0,0.17948717488494426,Hold
2025-01-26 08:10:05.4113,117.41,1,3.0,117.41,39.0,117.42,0.010000000000005116,0.0,0.0769230749506904,Hold
2025-01-26 08:10:05.4113,117.41,3,113.0,117.4,30.0,117.41,0.009999999999990905,0.0,3.7666665411111153,Hold
2025-01-26 08:10:05.4378,117.4,1,91.0,117.4,39.0,117.41,0.009999999999990905,-0.0010000000000047748,2.3333332735042753,Hold
2025-01-26 08:10:05.4379,117.4,2,87.0,117.4,39.0,117.41,0.009999999999990905,-0.0010000000000047748,2.2307691735700215,Hold
2025-01-26 08:10:05.4379,117.4,1,80.0,117.4,39.0,117.41,0.009999999999990905,-0.000999999999990564,2.051281998685077,Hold
2025-01-26 08:10:05.4379,117.4,6,80.0,117.4,39.0,117.41,0.009999999999990905,-0.0010000000000047748,2.051281998685077,Hold
2025-01-26 08:10:07.3160,117.41,3,148.0,117.4,51.0,117.41,0.009999999999990905,2.842170943040401e-14,2.901960727412535,Buy
2025-01-26 08:10:07.3447,117.4,1,147.0,117.4,50.0,117.41,0.009999999999990905,-0.0010000000000189857,2.9399999412000013,Hold
2025-01-26 08:10:07.6439,117.41,1,129.0,117.4,24.0,117.41,0.009999999999990905,0.0,5.374999776041676,Hold
2025-01-26 08:10:07.6440,117.41,3,129.0,117.4,21.0,117.41,0.009999999999990905,1.4210854715202004e-14,6.1428568503401495,Buy
2025-01-26 08:10:07.6440,117.41,1,129.0,117.4,17.0,117.41,0.009999999999990905,-1.4210854715202004e-14,7.588234847750891,Hold
2025-01-26 08:10:07.6440,117.41,3,129.0,117.4,17.0,117.41,0.009999999999990905,0.0,7.588234847750891,Hold
2025-01-26 08:10:07.6441,117.41,1,129.0,117.4,7.0,117.41,0.009999999999990905,0.000999999999990564,18.428568795918743,Buy
2025-01-26 08:10:07.6441,117.41,2,129.0,117.4,7.0,117.41,0.009999999999990905,0.0010000000000047748,18.428568795918743,Buy
2025-01-26 08:10:07.6441,117.41,3,129.0,117.4,7.0,117.41,0.009999999999990905,0.0010000000000189857,18.428568795918743,Buy
2025-01-26 08:10:07.6444,117.41,5,129.0,117.4,2.0,117.41,0.009999999999990905,0.0009999999999763531,64.49996775001613,Buy
2025-01-26 08:10:07.6444,117.41,2,43.0,117.41,114.0,117.42,0.010000000000005116,0.0,0.37719297914743,Hold
2025-01-26 08:10:07.6448,117.41,10,40.0,117.41,87.0,117.42,0.010000000000005116,0.0010000000000047748,0.45977010965781484,Hold
2025-01-26 08:10:07.6448,117.41,2,40.0,117.41,87.0,117.42,0.010000000000005116,0.0,0.45977010965781484,Hold
2025-01-26 08:10:07.6448,117.41,7,24.0,117.41,87.0,117.42,0.010000000000005116,0.0,0.2758620657946889,Hold
2025-01-26 08:10:07.6448,117.41,9,24.0,117.41,87.0,117.42,0.010000000000005116,0.0,0.2758620657946889,Hold
2025-01-26 08:10:07.6448,117.41,7,17.0,117.41,87.0,117.42,0.010000000000005116,0.0,0.1954022966045713,Hold
2025-01-26 08:10:07.6448,117.41,5,12.0,117.41,87.0,117.42,0.010000000000005116,0.0,0.13793103289734446,Hold
2025-01-26 08:10:07.6449,117.41,3,9.0,117.41,87.0,117.42,0.010000000000005116,0.0,0.10344827467300834,Hold
2025-01-26 08:10:07.6449,117.41,6,3.0,117.41,87.0,117.42,0.010000000000005116,0.0,0.034482758224336114,Hold
2025-01-26 08:10:07.6449,117.41,2,1.0,117.41,87.0,117.42,0.010000000000005116,0.0,0.01149425274144537,Hold
2025-01-26 08:10:07.6452,117.41,1,1.0,117.41,87.0,117.42,0.010000000000005116,0.0,0.01149425274144537,Hold
2025-01-26 08:10:07.6452,117.41,1,99.0,117.4,2.0,117.41,0.009999999999990905,0.0,49.49997525001237,Hold
2025-01-26 08:10:07.6457,117.41,1,79.0,117.4,2.0,117.41,0.009999999999990905,0.0,39.49998025000987,Hold
2025-01-26 08:10:07.6648,117.41,1,83.0,117.4,2.0,117.41,0.009999999999990905,0.0,41.49997925001037,Hold
2025-01-26 08:10:07.6648,117.41,1,83.0,117.4,1.0,117.41,0.009999999999990905,0.0,82.999917000083,Hold
2025-01-26 08:10:07.6649,117.41,1,83.0,117.4,86.0,117.42,0.01999999999999602,0.0,0.9651162678474853,Hold
2025-01-26 08:10:07.6692,117.41,1,20.0,117.41,81.0,117.42,0.010000000000005116,0.0,0.24691357719859783,Hold
2025-01-26 08:10:07.6700,117.41,1,16.0,117.41,81.0,117.42,0.010000000000005116,0.0,0.19753086175887827,Hold
2025-01-26 08:10:07.6987,117.41,1,33.0,117.41,44.0,117.42,0.010000000000005116,0.0,0.7499999829545458,Hold
2025-01-26 08:10:07.6988,117.41,1,32.0,117.41,44.0,117.42,0.010000000000005116,0.0,0.7272727107438021,Hold
2025-01-26 08:10:07.6988,117.41,2,26.0,117.41,44.0,117.42,0.010000000000005116,0.0,0.5909090774793392,Hold
2025-01-26 08:10:07.6988,117.41,1,26.0,117.41,44.0,117.42,0.010000000000005116,0.0,0.5909090774793392,Hold
2025-01-26 08:10:07.6988,117.41,3,26.0,117.41,44.0,117.42,0.010000000000005116,0.0,0.5909090774793392,Hold
2025-01-26 08:10:07.6989,117.41,2,25.0,117.41,44.0,117.42,0.010000000000005116,0.0,0.5681818052685954,Hold
2025-01-26 08:10:07.6989,117.41,1,25.0,117.41,44.0,117.42,0.010000000000005116,0.0,0.5681818052685954,Hold
2025-01-26 08:10:07.7301,117.41,1,15.0,117.41,44.0,117.42,0.010000000000005116,0.0,0.3409090831611572,Hold
2025-01-26 08:10:08.6867,117.41,3,11.0,117.41,80.0,117.42,0.010000000000005116,0.0,0.13749999828125004,Hold
2025-01-26 08:10:12.7950,117.41,1,57.0,117.41,45.0,117.42,0.010000000000005116,0.0,1.2666666385185192,Hold
2025-01-26 08:10:12.7951,117.41,4,51.0,117.41,45.0,117.42,0.010000000000005116,0.0,1.1333333081481487,Hold
2025-01-26 08:10:12.7951,117.41,2,51.0,117.41,45.0,117.42,0.010000000000005116,0.0,1.1333333081481487,Hold
2025-01-26 08:10:12.8278,117.41,1,49.0,117.41,48.0,117.42,0.010000000000005116,0.0,1.0208333120659727,Hold
2025-01-26 08:10:18.0299,117.41,1,46.0,117.41,48.0,117.42,0.010000000000005116,0.0,0.958333313368056,Hold
2025-01-26 08:10:19.6282,117.42,1,121.0,117.41,23.0,117.42,0.010000000000005116,0.000999999999990564,5.260869336483942,Buy
2025-01-26 08:10:19.6284,117.42,1,121.0,117.41,22.0,117.42,0.010000000000005116,0.0010000000000189857,5.499999750000011,Buy
2025-01-26 08:10:19.6285,117.42,1,121.0,117.41,13.0,117.42,0.010000000000005116,0.0009999999999763531,9.307691591716033,Buy
2025-01-26 08:10:19.6285,117.42,3,121.0,117.41,13.0,117.42,0.010000000000005116,0.0010000000000047748,9.307691591716033,Buy
2025-01-26 08:10:19.6285,117.42,2,121.0,117.41,13.0,117.42,0.010000000000005116,0.0010000000000189857,9.307691591716033,Buy
2025-01-26 08:10:19.6285,117.42,1,121.0,117.41,7.0,117.42,0.010000000000005116,0.0009999999999763531,17.285711816326884,Buy
2025-01-26 08:10:19.6285,117.42,4,121.0,117.41,7.0,117.42,0.010000000000005116,0.0010000000000189857,17.285711816326884,Buy
2025-01-26 08:10:19.6286,117.42,1,121.0,117.41,5.0,117.42,0.010000000000005116,0.0010000000000047748,24.199995160000967,Buy
2025-01-26 08:10:19.6286,117.42,1,121.0,117.41,4.0,117.42,0.010000000000005116,0.0009999999999763531,30.249992437501888,Buy
2025-01-26 08:10:19.6286,117.42,1,121.0,117.41,139.0,117.43,0.020000000000010232,0.0010000000000189857,0.8705035908596864,Hold
2025-01-26 08:10:19.6286,117.42,2,121.0,117.41,139.0,117.43,0.020000000000010232,0.0,0.8705035908596864,Hold
2025-01-26 08:10:19.6529,117.42,1,36.0,117.42,90.0,117.43,0.010000000000005116,0.0,0.3999999955555556,Hold
2025-01-26 08:10:19.6542,117.42,6,29.0,117.42,90.0,117.43,0.010000000000005116,0.0,0.32222221864197537,Hold
2025-01-26 08:10:19.8881,117.42,8,26.0,117.42,100.0,117.43,0.010000000000005116,0.0,0.2599999974,Hold
2025-01-26 08:10:19.8885,117.42,1,10.0,117.42,100.0,117.43,0.010000000000005116,0.0,0.099999999,Hold
2025-01-26 08:10:19.8885,117.42,3,10.0,117.42,100.0,117.43,0.010000000000005116,0.0,0.099999999,Hold
2025-01-26 08:10:19.8886,117.42,1,9.0,117.42,102.0,117.43,0.010000000000005116,0.0,0.08823529325259517,Hold
2025-01-26 08:10:19.8887,117.42,5,4.0,117.42,102.0,117.43,0.010000000000005116,0.0,0.0392156858900423,Hold
