timestamp,price,volume,bidVolume,bidPrice,askVolume,askPrice,spread,momentum,volume_ratio,label,market
2025-01-26 08:10:00.6760,2322.5,1,4.0,2322.4,2.0,2322.5,0.09999999999990905,,1.9999990000005,Hold,D
2025-01-26 08:10:01.8303,2322.5,1,4.0,2322.4,1.0,2322.5,0.09999999999990905,0.0,3.9999960000040002,Hold,D
2025-01-26 08:10:03.0877,2322.5,2,7.0,2322.4,2.0,2322.5,0.09999999999990905,0.0,3.499998250000875,Hold,D
2025-01-26 08:10:03.1070,2322.6,10,3.0,2322.5,10.0,2322.6,0.09999999999990905,0.02500000000009095,0.299999970000003,Hold,D
2025-01-26 08:10:03.1087,2322.7,1,2.0,2322.6,1.0,2322.7,0.09999999999990905,0.03499999999985448,1.9999980000020001,Buy,D
2025-01-26 08:10:03.1088,2322.7,1,2.0,2322.6,1.0,2322.7,0.09999999999990905,0.023333333333539485,1.9999980000020001,Buy,D
2025-01-26 08:10:03.1093,2322.8,1,3.0,2322.6,1.0,2322.7,0.09999999999990905,0.030952380951930536,2.9999970000030003,Buy,D
2025-01-26 08:10:03.1093,2322.7,1,3.0,2322.6,1.0,2322.7,0.09999999999990905,0.010714285714584548,2.9999970000030003,Buy,D
2025-01-26 08:10:03.1210,2322.7,1,2.0,2322.6,1.0,2322.7,0.09999999999990905,0.008333333333212067,1.9999980000020001,Buy,D
2025-01-26 08:10:03.2302,2322.6,4,4.0,2322.6,4.0,2322.7,0.09999999999990905,-0.003333333333102928,0.9999997500000625,Sell,D
2025-01-26 08:10:04.0066,2322.6,1,2.0,2322.5,1.0,2322.6,0.09999999999990905,0.009999999999763531,1.9999980000020001,Buy,D
2025-01-26 08:10:05.0950,2322.5,1,4.0,2322.5,6.0,2322.7,0.1999999999998181,0.0,0.6666665555555741,Hold,D
2025-01-26 08:10:07.6805,2322.7,1,3.0,2322.6,2.0,2322.7,0.09999999999990905,0.01999999999998181,1.499999250000375,Buy,D
2025-01-26 08:10:07.6809,2322.7,1,1.0,2322.6,1.0,2322.7,0.09999999999990905,0.010000000000218279,0.9999990000010001,Hold,D
2025-01-26 08:10:07.7489,2322.6,1,6.0,2322.4,2.0,2322.6,0.1999999999998181,-0.010000000000218279,2.99999850000075,Hold,D
2025-01-26 08:10:08.0034,2322.6,1,2.0,2322.5,1.0,2322.6,0.09999999999990905,-0.009999999999763531,1.9999980000020001,Hold,D
2025-01-26 08:10:08.2366,2322.7,1,1.0,2322.6,1.0,2322.7,0.09999999999990905,-0.010000000000218279,0.9999990000010001,Sell,D
2025-01-26 08:10:08.6887,2322.6,5,6.0,2322.5,5.0,2322.6,0.09999999999990905,-0.009999999999763531,1.199999760000048,Hold,D
2025-01-26 08:10:08.7217,2322.6,1,2.0,2322.5,1.0,2322.6,0.09999999999990905,-0.010000000000218279,1.9999980000020001,Hold,D
2025-01-26 08:10:08.7910,2322.5,4,4.0,2322.5,3.0,2322.7,0.1999999999998181,-0.010000000000218279,1.333332888889037,Hold,D
2025-01-26 08:10:09.0309,2322.4,1,8.0,2322.4,1.0,2322.5,0.09999999999990905,-0.019999999999527063,7.9999920000080005,Hold,D
2025-01-26 08:10:09.0310,2322.4,1,6.0,2322.4,1.0,2322.5,0.09999999999990905,-0.010000000000218279,5.999994000006001,Hold,D
2025-01-26 08:10:09.0312,2322.5,1,5.0,2322.4,1.0,2322.5,0.09999999999990905,-0.01999999999998181,4.999995000005001,Hold,D
2025-01-26 08:10:09.0314,2322.5,1,1.0,2322.5,4.0,2322.6,0.09999999999990905,-0.01999999999998181,0.24999993750001562,Sell,D
2025-01-26 08:10:09.0316,2322.4,1,4.0,2322.4,1.0,2322.5,0.09999999999990905,-0.01999999999998181,3.9999960000040002,Hold,D
2025-01-26 08:10:09.0316,2322.4,1,3.0,2322.4,1.0,2322.5,0.09999999999990905,-0.01999999999998181,2.9999970000030003,Hold,D
2025-01-26 08:10:09.0318,2322.4,2,2.0,2322.4,1.0,2322.5,0.09999999999990905,-0.02999999999974534,1.9999980000020001,Hold,D
2025-01-26 08:10:09.0720,2322.3,1,5.0,2322.2,5.0,2322.4,0.20000000000027285,-0.03000000000020009,0.99999980000004,Sell,D
2025-01-26 08:10:09.2004,2322.4,1,5.0,2322.2,5.0,2322.4,0.20000000000027285,-0.01999999999998181,0.99999980000004,Sell,D
2025-01-26 08:10:09.5767,2322.2,1,6.0,2322.2,4.0,2322.4,0.20000000000027285,-0.02999999999974534,1.4999996250000938,Hold,D
2025-01-26 08:10:09.5769,2322.4,1,5.0,2322.2,4.0,2322.4,0.20000000000027285,0.0,1.249999687500078,Hold,D
2025-01-26 08:10:09.6197,2322.4,3,2.0,2322.3,3.0,2322.4,0.09999999999990905,0.0,0.6666664444445185,Hold,D
2025-01-26 08:10:09.6205,2322.4,1,1.0,2322.4,7.0,2322.5,0.09999999999990905,-0.010000000000218279,0.1428571224489825,Sell,D
2025-01-26 08:10:10.4836,2322.5,1,7.0,2322.3,4.0,2322.5,0.1999999999998181,0.0,1.7499995625001092,Hold,D
2025-01-26 08:10:13.1738,2322.3,1,4.0,2322.3,3.0,2322.5,0.1999999999998181,-0.010000000000218279,1.333332888889037,Hold,D
2025-01-26 08:10:13.1739,2322.3,1,3.0,2322.3,3.0,2322.5,0.1999999999998181,-0.010000000000218279,0.9999996666667778,Sell,D
2025-01-26 08:10:13.2596,2322.1,3,2.0,2322.2,2.0,2322.3,0.1000000000003638,-0.029999999999290594,0.99999950000025,Sell,D
2025-01-26 08:10:13.2596,2322.2,2,2.0,2322.2,2.0,2322.3,0.1000000000003638,-0.010000000000673026,0.99999950000025,Sell,D
2025-01-26 08:10:13.2611,2322.1,1,1.0,2322.1,4.0,2322.2,0.09999999999990905,-0.02999999999974534,0.24999993750001562,Sell,D
2025-01-26 08:10:13.2730,2322.0,1,1.0,2322.0,2.0,2322.1,0.09999999999990905,-0.01999999999998181,0.499999750000125,Sell,D
2025-01-26 08:10:13.2730,2321.9,1,4.0,2321.9,2.0,2322.1,0.1999999999998181,-0.04999999999972715,1.9999990000005,Hold,D
2025-01-26 08:10:13.3578,2321.8,1,3.0,2321.8,4.0,2322.0,0.1999999999998181,-0.05999999999994543,0.7499998125000469,Sell,D
2025-01-26 08:10:13.3578,2321.8,1,1.0,2321.8,4.0,2322.0,0.1999999999998181,-0.06000000000040018,0.24999993750001562,Sell,D
2025-01-26 08:10:13.3779,2321.9,1,2.0,2321.8,2.0,2321.9,0.09999999999990905,-0.05999999999994543,0.99999950000025,Sell,D
2025-01-26 08:10:13.3782,2321.9,1,5.0,2321.8,1.0,2321.9,0.09999999999990905,-0.03999999999996362,4.999995000005001,Hold,D
2025-01-26 08:10:13.6092,2321.9,1,1.0,2321.9,3.0,2322.0,0.09999999999990905,-0.03999999999996362,0.33333322222225925,Sell,D
2025-01-26 08:10:13.7080,2321.8,2,2.0,2321.8,5.0,2322.0,0.1999999999998181,-0.03000000000020009,0.399999920000016,Sell,D
2025-01-26 08:10:13.7080,2321.7,2,2.0,2321.8,5.0,2322.0,0.1999999999998181,-0.04999999999972715,0.399999920000016,Sell,D
2025-01-26 08:10:13.9055,2321.8,1,2.0,2321.8,1.0,2321.9,0.09999999999990905,-0.03000000000020009,1.9999980000020001,Hold,D
